County Code,County Name,District Name,District Code,School Code,School Name,City,School Level,Student Fall Enrollment,Total Days Possible,Total Days Attended,Total Student Days Excused Absence,Total Student Days Unexcused Absent,Attendance Rate,Truancy Rate
21,EL PASO,CHEYENNE MOUNTAIN 12,1020,1604,SKYWAY PARK ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,316,52179,49676.70,2427.00,75.30,0.95,0.00
21,EL PASO,CHEYENNE MOUNTAIN 12,1020,3482,GOLD CAMP ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,461,75932,72857.50,3071.50,3.00,0.96,0.00
21,EL PASO,CHEYENNE MOUNTAIN 12,1020,6953,PINON VALLEY ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,314,51766,49496.80,2019.80,249.40,0.96,0.00
21,EL PASO,MANITOU SPRINGS 14,1030,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,MANITOU SPRINGS,Elementary,428,68159,65779.00,1365.00,1015.00,0.97,0.01
21,EL PASO,MANITOU SPRINGS 14,1030,5464,MANITOU SPRINGS MIDDLE SCHOOL,MANITOU SPRINGS,Middle/Jr. High,349,55380,52105.00,2550.00,725.00,0.94,0.01
21,EL PASO,MANITOU SPRINGS 14,1030,5468,MANITOU SPRINGS HIGH SCHOOL,MANITOU SPRINGS,Senior,494,79061,73042.00,4128.00,1891.00,0.92,0.02
21,EL PASO,MANITOU SPRINGS 14,1030,9010,UTE PASS ELEMENTARY SCHOOL,CHIPITA PARK,Elementary,147,22621,21115.50,1091.00,414.50,0.93,0.02
21,EL PASO,ACADEMY 20,1040,17,ACADEMY ENDEAVOUR ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,622,100923,96019.90,4798.70,104.40,0.95,0.00
21,EL PASO,ACADEMY 20,1040,19,ACADEMY INTERNATIONAL ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,740,97004,92526.70,4418.70,58.60,0.95,0.00
21,EL PASO,ACADEMY 20,1040,74,CHALLENGER MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,691,118325,112032.60,6128.00,164.40,0.95,0.00
21,EL PASO,ACADEMY 20,1040,76,AIR ACADEMY HIGH SCHOOL,USAF ACADEMY,Senior,1359,225428,211079.90,13101.40,1246.70,0.94,0.01
21,EL PASO,ACADEMY 20,1040,110,ACADEMY ONLINE HIGH SCHOOL,COLORADO SPRINGS,Senior,35,38236,38236.00,0.00,0.00,1.00,0.00
21,EL PASO,ACADEMY 20,1040,209,ASPEN VALLEY HIGH SCHOOL,COLORADO SPRINGS,Senior,88,14924,13772.40,856.80,294.80,0.92,0.02
21,EL PASO,ACADEMY 20,1040,249,ANTELOPE TRAILS ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,573,88670,84557.00,4103.60,9.40,0.95,0.00
21,EL PASO,ACADEMY 20,1040,1615,CHINOOK TRAIL ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,406,43762,41508.90,2253.10,0.00,0.95,0.00
21,EL PASO,ACADEMY 20,1040,1627,THE CLASSICAL ACADEMY CHARTER,COLORADO SPRINGS,Elementary,1946,309514,297060.80,12170.60,282.60,0.96,0.00
21,EL PASO,ACADEMY 20,1040,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,423,63788,60023.60,3630.70,133.70,0.94,0.00
21,EL PASO,ACADEMY 20,1040,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,COLORADO SPRINGS,Senior,566,225428,211078.00,13103.30,1246.70,0.94,0.01
21,EL PASO,ACADEMY 20,1040,2195,DISCOVERY CANYON CAMPUS SCHOOL,COLORADO SPRINGS,Senior,2170,351046,331808.00,17245.40,1992.60,0.95,0.01
21,EL PASO,ACADEMY 20,1040,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,USAF ACADEMY,Elementary,415,67018,63196.40,2847.70,973.90,0.94,0.01
21,EL PASO,ACADEMY 20,1040,2358,EAGLEVIEW MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,976,164252,154302.20,9488.00,461.80,0.94,0.00
21,EL PASO,ACADEMY 20,1040,2524,EDITH WOLFORD ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,359,55496,52631.50,2827.80,36.70,0.95,0.00
21,EL PASO,ACADEMY 20,1040,2800,EXPLORER ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,529,76339,72747.40,3475.80,115.80,0.95,0.00
21,EL PASO,ACADEMY 20,1040,3104,FOOTHILLS ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,416,68737,65244.60,3479.00,13.40,0.95,0.00
21,EL PASO,ACADEMY 20,1040,3238,FRONTIER ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,408,62111,59224.60,2761.20,125.20,0.95,0.00
21,EL PASO,ACADEMY 20,1040,3985,HIGH PLAINS ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,378,56341,53076.10,2968.20,296.70,0.94,0.01
21,EL PASO,ACADEMY 20,1040,5126,LIBERTY HIGH SCHOOL,COLORADO SPRINGS,Senior,1532,256693,242125.60,13444.60,1122.80,0.94,0.00
21,EL PASO,ACADEMY 20,1040,6140,MOUNTAIN RIDGE MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,1069,175991,165814.70,10154.20,22.10,0.94,0.00
21,EL PASO,ACADEMY 20,1040,6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,568,93104,88991.00,3942.50,170.50,0.96,0.00
21,EL PASO,ACADEMY 20,1040,6937,PINE CREEK HIGH SCHOOL,COLORADO SPRINGS,Senior,1409,235723,219064.90,13353.90,3304.20,0.93,0.01
21,EL PASO,ACADEMY 20,1040,6960,PIONEER ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,476,76822,72675.90,3485.70,660.40,0.95,0.01
21,EL PASO,ACADEMY 20,1040,7159,PRAIRIE HILLS ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,548,89854,85624.90,4077.10,152.00,0.95,0.00
21,EL PASO,ACADEMY 20,1040,7240,RAMPART HIGH SCHOOL,COLORADO SPRINGS,Senior,1584,266429,249101.50,15583.60,1743.90,0.94,0.01
21,EL PASO,ACADEMY 20,1040,7247,RANCH CREEK ELEMENTARY,COLORADO SPRINGS,Elementary,432,64837,61625.40,3041.20,170.40,0.95,0.00
21,EL PASO,ACADEMY 20,1040,7460,ROCKRIMMON ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,349,56822,54247.70,2477.80,96.50,0.95,0.00
21,EL PASO,ACADEMY 20,1040,8779,TCA COLLEGE PATHWAYS,COLORADO SPRINGS,Senior,306,60162,59778.80,355.00,28.20,0.99,0.00
21,EL PASO,ACADEMY 20,1040,8813,THE DA VINCI ACADEMY SCHOOL,COLORADO SPRINGS,Elementary,382,63503,60361.70,2963.90,177.40,0.95,0.00
21,EL PASO,ACADEMY 20,1040,8851,TIMBERVIEW MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,1011,167845,158455.80,7572.20,1817.00,0.94,0.01
21,EL PASO,ACADEMY 20,1040,9714,WOODMEN-ROBERTS ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,353,53539,50785.80,2737.50,15.70,0.95,0.00
21,EL PASO,ELLICOTT 22,1050,2638,ELLICOTT ELEMENTARY SCHOOL,ELLICOTT,Elementary,530,66471,63672.00,1500.00,1299.00,0.96,0.02
21,EL PASO,ELLICOTT 22,1050,2640,ELLICOTT MIDDLE SCHOOL,ELLICOTT,Middle/Jr. High,216,32838,31972.00,538.00,328.00,0.97,0.01
21,EL PASO,ELLICOTT 22,1050,2642,ELLICOTT SENIOR HIGH SCHOOL,ELLICOTT,Senior,257,37051,33744.00,2910.20,396.80,0.91,0.01
21,EL PASO,PEYTON 23 JT,1060,6898,PEYTON ELEMENTARY SCHOOL,PEYTON,Elementary,368,53257,50337.80,2746.40,172.80,0.95,0.00
21,EL PASO,PEYTON 23 JT,1060,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,PEYTON,Senior,326,32715,30466.00,1916.40,332.60,0.93,0.01
21,EL PASO,HANOVER 28,1070,3758,HANOVER JUNIOR-SENIOR HIGH SCHOOL,COLORADO SPRINGS,Senior,130,17567,16699.50,676.00,191.50,0.95,0.01
21,EL PASO,HANOVER 28,1070,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,PUEBLO,Elementary,93,12765,11868.50,365.50,531.00,0.93,0.04
21,EL PASO,LEWIS-PALMER 38,1080,3539,BEAR CREEK ELEMENTARY SCHOOL,MONUMENT,Elementary,666,107917,103198.20,4604.90,113.90,0.96,0.00
21,EL PASO,LEWIS-PALMER 38,1080,4686,RAY E KILMER ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,386,63835,61523.00,2180.00,132.00,0.96,0.00
21,EL PASO,LEWIS-PALMER 38,1080,5093,MONUMENT CHARTER ACADEMY,MONUMENT,Elementary,858,141224,135528.00,5597.90,98.10,0.96,0.00
21,EL PASO,LEWIS-PALMER 38,1080,5096,LEWIS-PALMER ELEMENTARY SCHOOL,MONUMENT,Elementary,458,76177,73027.70,3149.30,0.00,0.96,0.00
21,EL PASO,LEWIS-PALMER 38,1080,5098,LEWIS-PALMER MIDDLE SCHOOL,MONUMENT,Middle/Jr. High,822,136346,129129.80,6937.50,278.70,0.95,0.00
21,EL PASO,LEWIS-PALMER 38,1080,5100,LEWIS-PALMER HIGH SCHOOL,MONUMENT,Senior,910,157005,150120.70,6352.10,532.20,0.96,0.00
21,EL PASO,LEWIS-PALMER 38,1080,6678,PALMER RIDGE HIGH SCHOOL,MONUMENT,Senior,1131,189955,181151.00,8470.20,333.80,0.95,0.00
21,EL PASO,LEWIS-PALMER 38,1080,6682,PALMER LAKE ELEMENTARY SCHOOL,PALMER LAKE,Elementary,377,59276,56992.60,2283.40,0.00,0.96,0.00
21,EL PASO,LEWIS-PALMER 38,1080,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,MONUMENT,Elementary,369,59120,56573.30,2524.90,21.80,0.96,0.00
21,EL PASO,FALCON 49,1110,555,BANNING LEWIS RANCH ACADEMY,COLORADO SPRINGS,Elementary,712,129549,122908.00,6641.00,0.00,0.95,0.00
21,EL PASO,FALCON 49,1110,1618,EVANS INTERNATIONAL ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,652,104866,99717.50,3712.50,1436.00,0.95,0.01
21,EL PASO,FALCON 49,1110,2877,FALCON VIRTUAL ACADEMY,FALCON,Senior,105,16104,16104.00,0.00,0.00,1.00,0.00
21,EL PASO,FALCON 49,1110,2902,FALCON ELEMENTARY SCHOOL,FALCON,Elementary,339,54133,51186.50,1848.00,1098.50,0.95,0.02
21,EL PASO,FALCON 49,1110,2906,FALCON MIDDLE SCHOOL,PEYTON,Middle/Jr. High,908,157298,146287.00,10763.00,248.00,0.93,0.00
21,EL PASO,FALCON 49,1110,2908,FALCON HIGH SCHOOL,PEYTON,Senior,1298,221213,204475.00,14196.00,2542.00,0.92,0.01
21,EL PASO,FALCON 49,1110,4102,HORIZON MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,652,110298,102178.00,6105.00,2015.00,0.93,0.02
21,EL PASO,FALCON 49,1110,4251,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,COLORADO SPRINGS,Elementary,687,111797,107462.00,4266.00,69.00,0.96,0.00
21,EL PASO,FALCON 49,1110,5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,FALCON,Elementary,595,98992,5548.00,92383.00,1061.00,0.06,0.01
21,EL PASO,FALCON 49,1110,6483,ODYSSEY ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,544,88862,84543.00,2834.00,1485.00,0.95,0.02
21,EL PASO,FALCON 49,1110,6810,PATRIOT LEARNING CENTER,FALCON,Senior,220,33494,30228.00,2094.00,1172.00,0.90,0.04
21,EL PASO,FALCON 49,1110,6935,PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,FALCON,Elementary,383,61902,58526.00,3126.00,250.00,0.95,0.00
21,EL PASO,FALCON 49,1110,7317,REMINGTON ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,624,98158,93210.00,3762.00,1186.00,0.95,0.01
21,EL PASO,FALCON 49,1110,7339,RIDGEVIEW ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,684,103667,98558.00,3544.00,1565.00,0.95,0.02
21,EL PASO,FALCON 49,1110,7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,COLORADO SPRINGS,Senior,924,142372,136574.00,4979.00,819.00,0.96,0.01
21,EL PASO,FALCON 49,1110,7613,SAND CREEK HIGH SCHOOL,COLORADO SPRINGS,Senior,1162,196524,179941.00,12494.00,4089.00,0.92,0.02
21,EL PASO,FALCON 49,1110,7960,SKYVIEW MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,1081,184132,173900.00,8020.00,2212.00,0.94,0.01
21,EL PASO,FALCON 49,1110,8010,SPRINGS RANCH ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,676,110342,105273.00,3870.00,1199.00,0.95,0.01
21,EL PASO,FALCON 49,1110,8266,STETSON ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,630,103421,99069.00,3588.00,764.00,0.96,0.01
21,EL PASO,FALCON 49,1110,8791,VISTA RIDGE HIGH SCHOOL,COLORADO SPRINGS,Senior,1105,187821,173536.00,11674.00,2611.00,0.92,0.01
21,EL PASO,FALCON 49,1110,9706,WOODMEN HILLS ELEMENTARY SCHOOL,FALCON,Elementary,727,114703,108691.00,4252.00,1760.00,0.95,0.02
21,EL PASO,EDISON 54 JT,1120,2504,EDISON ACADEMY,YODER,Senior,95,156,152.00,0.00,4.00,0.97,0.03
21,EL PASO,EDISON 54 JT,1120,2514,EDISON ELEMENTARY SCHOOL,YODER,Elementary,65,161,152.00,0.00,9.00,0.94,0.06
21,EL PASO,EDISON 54 JT,1120,2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,YODER,Senior,54,158,152.00,0.00,6.00,0.96,0.04
21,EL PASO,MIAMI/YODER 60 JT,1130,5850,MIAMI/YODER ELEMENTARY SCHOOL,RUSH,Elementary,140,22488,21297.50,1190.50,0.00,0.95,0.00
21,EL PASO,MIAMI/YODER 60 JT,1130,5854,MIAMI-YODER SENIOR HIGH SCHOOL,RUSH,Senior,100,15263,13979.00,918.00,366.00,0.92,0.02
21,EL PASO,MIAMI/YODER 60 JT,1130,5870,MIAMI-YODER JUNIOR HIGH SCHOOL,RUSH,Middle/Jr. High,80,12193,11718.50,366.00,108.50,0.96,0.01
22,FREMONT,CANON CITY RE-1,1140,1262,CANON CITY MIDDLE SCHOOL,CANON CITY,Middle/Jr. High,409,72131,68343.00,2816.70,971.30,0.95,0.01
22,FREMONT,CANON CITY RE-1,1140,1266,CANON CITY HIGH SCHOOL,CANON CITY,Senior,1090,201287,191037.10,8132.50,2117.40,0.95,0.01
22,FREMONT,CANON CITY RE-1,1140,3211,GARDEN PARK HIGH SCHOOL,CANON CITY,Senior,58,8951,7889.40,278.70,782.90,0.88,0.09
22,FREMONT,CANON CITY RE-1,1140,3802,HARRISON SCHOOL,CANON CITY,Elementary,767,133441,125506.40,6167.00,1767.60,0.94,0.01
22,FREMONT,CANON CITY RE-1,1140,5166,LINCOLN ELEMENTARY SCHOOL,CANON CITY,Elementary,221,38507,36508.20,1812.60,186.20,0.95,0.00
22,FREMONT,CANON CITY RE-1,1140,5414,MADISON EXPLORATORY SCHOOL,CANON CITY,Elementary,72,11872,11314.60,544.30,13.10,0.95,0.00
22,FREMONT,CANON CITY RE-1,1140,5704,MCKINLEY ELEMENTARY SCHOOL,CANON CITY,Elementary,291,48713,46542.20,1629.70,541.10,0.96,0.01
22,FREMONT,CANON CITY RE-1,1140,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,CANON CITY,Elementary,237,40930,39235.80,1333.40,360.80,0.96,0.01
22,FREMONT,CANON CITY RE-1,1140,7950,SKYLINE ELEMENTARY SCHOOL,CANON CITY,Elementary,202,35769,33734.10,1735.90,299.00,0.94,0.01
22,FREMONT,CANON CITY RE-1,1140,9248,WASHINGTON ELEMENTARY SCHOOL,CANON CITY,Elementary,355,60997,57737.70,2114.40,1144.90,0.95,0.02
22,FREMONT,FREMONT RE-2,1150,2961,FOCUS ACADEMY,FLORENCE,Senior,12,170,170.00,0.00,0.00,1.00,0.00
22,FREMONT,FREMONT RE-2,1150,3002,FLORENCE HIGH SCHOOL,FLORENCE,Senior,498,84661,78147.00,5285.00,1229.00,0.92,0.01
22,FREMONT,FREMONT RE-2,1150,3224,FREMONT ELEMENTARY SCHOOL,FLORENCE,Elementary,451,77443,72959.00,3533.00,951.00,0.94,0.01
22,FREMONT,FREMONT RE-2,1150,3226,FREMONT MIDDLE SCHOOL,FLORENCE,Middle/Jr. High,383,64795,59758.00,3851.00,1186.00,0.92,0.02
22,FREMONT,FREMONT RE-2,1150,6858,PENROSE ELEMENTARY SCHOOL,PENROSE,Elementary,256,43572,40981.00,2364.00,227.00,0.94,0.01
22,FREMONT,COTOPAXI RE-3,1160,3220,COTOPAXI ELEMENTARY SCHOOL,COTOPAXI,Elementary,117,16847,16257.50,589.50,0.00,0.97,0.00
22,FREMONT,COTOPAXI RE-3,1160,3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,COTOPAXI,Senior,105,14943,14147.00,778.50,17.00,0.95,0.00
23,GARFIELD,ROARING FORK RE-1,1180,429,CARBONDALE COMMUNITY CHARTER SCHOOL,CARBONDALE,Elementary,135,23479,22135.20,1320.50,23.30,0.94,0.00
23,GARFIELD,ROARING FORK RE-1,1180,560,BASALT ELEMENTARY SCHOOL,BASALT,Elementary,646,114907,108984.80,4839.90,1082.30,0.95,0.01
23,GARFIELD,ROARING FORK RE-1,1180,561,BASALT MIDDLE SCHOOL,BASALT,Middle/Jr. High,406,71808,68364.80,2898.80,544.40,0.95,0.01
23,GARFIELD,ROARING FORK RE-1,1180,570,BASALT HIGH SCHOOL,BASALT,Senior,437,76327,69947.50,4660.00,1719.50,0.92,0.02
23,GARFIELD,ROARING FORK RE-1,1180,1006,BRIDGES,CARBONDALE,Senior,80,12638,10406.10,728.50,1503.40,0.82,0.12
23,GARFIELD,ROARING FORK RE-1,1180,1296,CARBONDALE MIDDLE SCHOOL,CARBONDALE,Middle/Jr. High,318,55130,52096.30,1568.50,1465.20,0.95,0.03
23,GARFIELD,ROARING FORK RE-1,1180,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,CARBONDALE,Elementary,450,77893,73745.10,2939.40,1208.50,0.95,0.02
23,GARFIELD,ROARING FORK RE-1,1180,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,GLENWOOD SPRINGS,Elementary,563,97811,92240.00,3059.00,2512.00,0.94,0.03
23,GARFIELD,ROARING FORK RE-1,1180,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,GLENWOOD SPRINGS,Middle/Jr. High,480,86178,80975.70,3773.20,1429.10,0.94,0.02
23,GARFIELD,ROARING FORK RE-1,1180,3468,GLENWOOD SPRINGS HIGH SCHOOL,GLENWOOD SPRINGS,Senior,768,133028,119944.80,6868.20,6215.00,0.90,0.05
23,GARFIELD,ROARING FORK RE-1,1180,7422,ROARING FORK HIGH SCHOOL,CARBONDALE,Senior,304,52714,47236.60,2742.10,2735.30,0.90,0.05
23,GARFIELD,ROARING FORK RE-1,1180,8038,SOPRIS ELEMENTARY SCHOOL,GLENWOOD SPRINGS,Elementary,625,110727,104948.50,5723.10,55.40,0.95,0.00
23,GARFIELD,GARFIELD RE-2,1195,65,COAL RIDGE HIGH SCHOOL,NEW CASTLE,Senior,489,82865,75852.10,5812.20,1201.10,0.92,0.01
23,GARFIELD,GARFIELD RE-2,1195,2573,ELK CREEK ELEMENTARY,NEW CASTLE,Elementary,284,49092,45996.00,2605.00,491.00,0.94,0.01
23,GARFIELD,GARFIELD RE-2,1195,3281,GRAHAM MESA ELEMENTARY SCHOOL,RIFLE,Elementary,364,60869,57355.50,2657.00,856.50,0.94,0.01
23,GARFIELD,GARFIELD RE-2,1195,3325,KAPLAN ACADEMY OF COLORADO,RIFLE,Senior,308,43877,43877.00,0.00,0.00,1.00,0.00
23,GARFIELD,GARFIELD RE-2,1195,3967,HIGHLAND ELEMENTARY SCHOOL,RIFLE,Elementary,395,66861,62801.50,2901.00,1158.50,0.94,0.02
23,GARFIELD,GARFIELD RE-2,1195,4510,KATHRYN SENOR ELEMENTARY SCHOOL,NEW CASTLE,Elementary,330,55980,53307.10,2193.00,480.10,0.95,0.01
23,GARFIELD,GARFIELD RE-2,1195,7356,RIFLE MIDDLE SCHOOL,RIFLE,Middle/Jr. High,754,127070,118824.90,5990.20,2254.90,0.94,0.02
23,GARFIELD,GARFIELD RE-2,1195,7360,RIFLE HIGH SCHOOL,RIFLE,Senior,630,105698,96878.30,8058.40,761.70,0.92,0.01
23,GARFIELD,GARFIELD RE-2,1195,7388,RIVERSIDE SCHOOL,NEW CASTLE,Middle/Jr. High,740,123315,117284.00,4787.40,1243.30,0.95,0.01
23,GARFIELD,GARFIELD RE-2,1195,7890,CACTUS VALLEY ELEMENTARY SCHOOL,SILT,Elementary,411,70393,66836.00,2375.50,1181.50,0.95,0.02
23,GARFIELD,GARFIELD RE-2,1195,9231,WAMSLEY ELEMENTARY SCHOOL,RIFLE,Elementary,275,46165,43197.00,2330.00,638.00,0.94,0.01
23,GARFIELD,GARFIELD 16,1220,3578,BEA UNDERWOOD ELEMENTARY SCHOOL,PARACHUTE,Elementary,240,40351,37731.10,2194.90,425.00,0.94,0.01
23,GARFIELD,GARFIELD 16,1220,3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,PARACHUTE,Elementary,181,25709,22595.50,2190.90,922.60,0.88,0.04
23,GARFIELD,GARFIELD 16,1220,3586,GRAND VALLEY HIGH SCHOOL,PARACHUTE,Senior,345,57078,49817.60,4179.40,3081.00,0.87,0.05
23,GARFIELD,GARFIELD 16,1220,3603,L.W. ST. JOHN ELEMENTARY SCHOOL,PARACHUTE,Elementary,151,26080,24500.70,988.70,590.60,0.94,0.02
23,GARFIELD,GARFIELD 16,1220,8274,GRAND VALLEY MIDDLE SCHOOL,PARACHUTE,Middle/Jr. High,216,37759,34939.00,2204.40,615.60,0.93,0.02
24,GILPIN,GILPIN COUNTY RE-1,1330,1632,GILPIN COUNTY ELEMENTARY SCHOOL,BLACK HAWK,Elementary,231,39315,36716.60,1721.40,877.00,0.93,0.02
24,GILPIN,GILPIN COUNTY RE-1,1330,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,BLACK HAWK,Senior,155,23568,21886.80,1460.40,220.80,0.93,0.01
25,GRAND,WEST GRAND 1-JT.,1340,9416,WEST GRAND ELEMENTARY SCHOOL,KREMMLING,Elementary,205,29273,28036.00,1237.00,0.00,0.96,0.00
25,GRAND,WEST GRAND 1-JT.,1340,9420,WEST GRAND HIGH SCHOOL,KREMMLING,Senior,114,16423,15621.50,595.50,206.00,0.95,0.01
25,GRAND,WEST GRAND 1-JT.,1340,9422,WEST GRAND MIDDLE SCHOOL,KREMMLING,Middle/Jr. High,110,15811,14955.00,776.00,80.00,0.95,0.01
25,GRAND,EAST GRAND 2,1350,2376,EAST GRAND MIDDLE SCHOOL,GRANBY,Middle/Jr. High,266,38453,36173.50,2215.50,64.00,0.94,0.00
25,GRAND,EAST GRAND 2,1350,3182,FRASER VALLEY ELEMENTARY SCHOOL,FRASER,Elementary,261,38318,36008.00,2265.00,45.00,0.94,0.00
25,GRAND,EAST GRAND 2,1350,3556,GRANBY ELEMENTARY SCHOOL,GRANBY,Elementary,335,49199,45433.50,3737.50,28.00,0.92,0.00
25,GRAND,EAST GRAND 2,1350,3572,GRAND LAKE ELEMENTARY SCHOOL,GRAND LAKE,Elementary,60,10105,9375.50,706.50,23.00,0.93,0.00
25,GRAND,EAST GRAND 2,1350,4277,INDIAN PEAKS CHARTER SCHOOL,GRANBY,Elementary,55,8524,8183.00,241.00,100.00,0.96,0.01
25,GRAND,EAST GRAND 2,1350,5864,MIDDLE PARK HIGH SCHOOL,GRANBY,Senior,348,51036,48804.00,2082.00,150.00,0.96,0.00
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,2006,CRESTED BUTTE COMMUNITY SCHOOL,CRESTED BUTTE,Senior,553,91269,81105.00,10082.00,82.00,0.89,0.00
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,3690,GUNNISON ELEMENTARY SCHOOL,GUNNISON,Elementary,482,79299,75752.50,3546.50,0.00,0.96,0.00
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,3694,GUNNISON HIGH SCHOOL,GUNNISON,Senior,332,53113,50109.00,2402.00,602.00,0.94,0.01
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,3697,GUNNISON MIDDLE SCHOOL,GUNNISON,Middle/Jr. High,248,41048,39940.50,1052.00,55.50,0.97,0.00
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,3701,GUNNISON VALLEY SCHOOL,GUNNISON,Senior,26,3983,3797.50,0.00,185.50,0.95,0.05
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,3702,LAKE SCHOOL,GUNNISON,Elementary,183,29539,28631.00,908.00,0.00,0.97,0.00
26,GUNNISON,GUNNISON WATERSHED RE1J,1360,5577,MARBLE CHARTER SCHOOL,MARBLE,Senior,40,6487,6121.50,365.50,0.00,0.94,0.00
27,HINSDALE,HINSDALE COUNTY RE 1,1380,4899,LAKE CITY COMMUNITY SCHOOL,LAKE CITY,Senior,96,13866,12740.00,1064.00,62.00,0.92,0.00
28,HUERFANO,HUERFANO RE-1,1390,63,PEAKVIEW SCHOOL,WALSENBURG,Elementary,329,42771,36968.50,2388.00,3414.00,0.86,0.08
28,HUERFANO,HUERFANO RE-1,1390,3306,GARDNER ELEMENTARY SCHOOL,GARDNER,Elementary,86,12019,11126.50,871.00,21.50,0.93,0.00
28,HUERFANO,HUERFANO RE-1,1390,4161,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,WALSENBURG,Senior,14,1845,1466.00,233.00,146.00,0.79,0.08
28,HUERFANO,HUERFANO RE-1,1390,9212,JOHN MALL HIGH SCHOOL,WALSENBURG,Senior,146,20423,17959.00,2025.00,439.00,0.88,0.02
28,HUERFANO,LA VETA RE-2,1400,4860,LA VETA ELEMENTARY SCHOOL,LA VETA,Elementary,103,15102,14075.50,841.00,185.50,0.93,0.01
28,HUERFANO,LA VETA RE-2,1400,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,LA VETA,Senior,120,17535,16427.50,957.50,150.00,0.94,0.01
29,JACKSON,NORTH PARK R-1 ,1410,6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,WALDEN,Senior,99,14384,13051.00,1258.00,75.00,0.91,0.01
29,JACKSON,NORTH PARK R-1 ,1410,9198,WALDEN ELEMENTARY SCHOOL,WALDEN,Elementary,112,14194,13333.50,848.50,12.00,0.94,0.00
30,JEFFERSON,JEFFERSON COUNTY R-1,1420,30,ADAMS ELEMENTARY SCHOOL,WESTMINSTER,Elementary,505,69937,66578.00,3193.50,165.50,0.95,0.00
30,JEFFERSON,JEFFERSON COUNTY R-1,1420,33,MC LAIN HIGH SCHOOL,LAKEWOOD,Senior,377,58672,51587.50,904.80,6179.70,0.88,0.11
30,JEFFERSON,JEFFERSON COUNTY R-1,1420,34,MC LAIN COMMUNITY HIGH SCHOOL,LAKEWOOD,Senior,168,21477,17352.80,255.90,3868.30,0.81,0.18
