"County_Code","County_Name","District_Name","District_Code","School_Code","School_Name","City","School_Level","Student_Fall_Enrollment","Total_Days_Possible","Total_Days_Attended","Total_Student_Days_Excused_Absence","Total_Student_Days_Unexcused_Absent","Attendance_Rate","Truancy_Rate"
14,"EL PASO","ELLICOTT 22",8,383,"ELLICOTT ELEMENTARY SCHOOL","ELLICOTT","Elementary",569,1241,1190,188,197,35,3
14,"EL PASO","ELLICOTT 22",8,385,"ELLICOTT MIDDLE SCHOOL","ELLICOTT","Middle/Jr. High",230,696,656,1345,797,36,2
14,"EL PASO","ELLICOTT 22",8,386,"ELLICOTT SENIOR HIGH SCHOOL","ELLICOTT","Senior",282,762,692,743,908,30,2
14,"EL PASO","PEYTON 23 JT",9,1214,"PEYTON ELEMENTARY SCHOOL","PEYTON","Elementary",399,1000,939,682,385,34,1
14,"EL PASO","PEYTON 23 JT",9,1215,"PEYTON JUNIOR/SENIOR HIGH SCHOOL","PEYTON","Senior",354,692,635,347,807,32,2
14,"EL PASO","HANOVER 28",10,597,"HANOVER JUNIOR-SENIOR HIGH SCHOOL","COLORADO SPRINGS","Senior",79,416,365,1472,457,34,2
14,"EL PASO","HANOVER 28",10,1179,"PRAIRIE HEIGHTS ELEMENTARY SCHOOL","PUEBLO","Elementary",835,246,178,1003,1059,32,5
14,"EL PASO","LEWIS-PALMER 38",11,550,"BEAR CREEK ELEMENTARY SCHOOL","MONUMENT","Elementary",695,97,39,1237,100,35,1
14,"EL PASO","LEWIS-PALMER 38",11,759,"RAY E KILMER ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",418,1193,1154,448,208,35,1
14,"EL PASO","LEWIS-PALMER 38",11,840,"MONUMENT CHARTER ACADEMY","MONUMENT","Elementary",808,305,255,1373,1451,35,1
14,"EL PASO","LEWIS-PALMER 38",11,841,"LEWIS-PALMER ELEMENTARY SCHOOL","MONUMENT","Elementary",493,1402,1367,830,1,35,1
14,"EL PASO","LEWIS-PALMER 38",11,842,"LEWIS-PALMER MIDDLE SCHOOL","MONUMENT","Middle/Jr. High",796,289,226,1486,701,34,1
14,"EL PASO","LEWIS-PALMER 38",11,845,"LEWIS-PALMER HIGH SCHOOL","MONUMENT","Senior",827,354,308,1443,1061,35,1
14,"EL PASO","LEWIS-PALMER 38",11,1173,"PALMER RIDGE HIGH SCHOOL","MONUMENT","Senior",45,455,404,1578,808,34,1
14,"EL PASO","LEWIS-PALMER 38",11,1175,"PALMER LAKE ELEMENTARY SCHOOL","PALMER LAKE","Elementary",409,1105,1063,491,1,35,1
14,"EL PASO","LEWIS-PALMER 38",11,1282,"PRAIRIE WINDS ELEMENTARY SCHOOL","MONUMENT","Elementary",400,1100,1057,579,513,35,1
14,"EL PASO","FALCON 49",13,931,"BANNING LEWIS RANCH ACADEMY","COLORADO SPRINGS","Elementary",735,251,197,1461,1,34,1
14,"EL PASO","FALCON 49",13,153,"EVANS INTERNATIONAL ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",683,53,1750,1019,262,34,2
14,"EL PASO","FALCON 49",13,421,"FALCON VIRTUAL ACADEMY","FALCON","Senior",18,372,348,1,1,39,1
14,"EL PASO","FALCON 49",13,426,"FALCON ELEMENTARY SCHOOL","FALCON","Elementary",367,1013,950,315,78,34,3
14,"EL PASO","FALCON 49",13,427,"FALCON MIDDLE SCHOOL","PEYTON","Middle/Jr. High",825,355,294,24,607,32,1
14,"EL PASO","FALCON 49",13,428,"FALCON HIGH SCHOOL","PEYTON","Senior",77,520,459,162,626,31,2
14,"EL PASO","FALCON 49",13,656,"HORIZON MIDDLE SCHOOL","COLORADO SPRINGS","Middle/Jr. High",683,115,27,1420,486,32,3
14,"EL PASO","FALCON 49",13,680,"THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH","COLORADO SPRINGS","Elementary",716,131,82,1173,1216,35,1
14,"EL PASO","FALCON 49",13,978,"MERIDIAN RANCH INTERNATIONAL SCHOOL","FALCON","Elementary",629,1734,1038,1627,59,1,2
14,"EL PASO","FALCON 49",13,1132,"ODYSSEY ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",583,1601,1547,713,288,34,3
14,"EL PASO","FALCON 49",13,1200,"PATRIOT LEARNING CENTER","FALCON","Senior",238,703,631,417,125,29,5
14,"EL PASO","FALCON 49",13,1218,"PIKES PEAK SCHOOL EXPEDITIONARY LEARNING","FALCON","Elementary",416,1154,1092,816,612,34,1
14,"EL PASO","FALCON 49",13,1317,"REMINGTON ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",656,1723,1668,1038,133,34,2
14,"EL PASO","FALCON 49",13,1322,"RIDGEVIEW ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",714,38,1732,960,326,34,3
14,"EL PASO","FALCON 49",13,1341,"ROCKY MOUNTAIN CLASSICAL ACADEMY","COLORADO SPRINGS","Senior",833,309,260,1295,1318,35,2
14,"EL PASO","FALCON 49",13,1381,"SAND CREEK HIGH SCHOOL","COLORADO SPRINGS","Senior",50,471,401,85,925,31,3
14,"EL PASO","FALCON 49",13,1451,"SKYVIEW MIDDLE SCHOOL","COLORADO SPRINGS","Middle/Jr. High",29,440,389,1553,543,33,2
14,"EL PASO","FALCON 49",13,1457,"SPRINGS RANCH ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",705,116,61,1072,137,34,2
14,"EL PASO","FALCON 49",13,1513,"STETSON ELEMENTARY SCHOOL","COLORADO SPRINGS","Elementary",663,35,1737,981,1273,35,2
14,"EL PASO","FALCON 49",13,1583,"VISTA RIDGE HIGH SCHOOL","COLORADO SPRINGS","Senior",37,450,388,62,649,31,2
14,"EL PASO","FALCON 49",13,1769,"WOODMEN HILLS ELEMENTARY SCHOOL","FALCON","Elementary",743,158,92,1170,402,34,3
14,"EL PASO","EDISON 54 JT",14,353,"EDISON ACADEMY","YODER","Senior",840,351,320,1,911,36,4
14,"EL PASO","EDISON 54 JT",14,356,"EDISON ELEMENTARY SCHOOL","YODER","Elementary",681,371,320,1,1383,33,7
14,"EL PASO","EDISON 54 JT",14,360,"EDISON JUNIOR-SENIOR HIGH SCHOOL","YODER","Senior",579,356,320,1,1134,35,5
14,"EL PASO","MIAMI/YODER 60 JT",15,994,"MIAMI/YODER ELEMENTARY SCHOOL","RUSH","Elementary",101,527,479,70,1,34,1
14,"EL PASO","MIAMI/YODER 60 JT",15,995,"MIAMI-YODER SENIOR HIGH SCHOOL","RUSH","Senior",2,342,268,1622,861,31,3
14,"EL PASO","MIAMI/YODER 60 JT",15,997,"MIAMI-YODER JUNIOR HIGH SCHOOL","RUSH","Middle/Jr. High",783,211,169,1005,67,35,2
15,"FREMONT","CANON CITY RE-1",16,53,"CANON CITY MIDDLE SCHOOL","CANON CITY","Middle/Jr. High",443,1325,1270,709,1443,34,2
15,"FREMONT","CANON CITY RE-1",16,54,"CANON CITY HIGH SCHOOL","CANON CITY","Senior",31,477,427,1565,518,34,2
15,"FREMONT","CANON CITY RE-1",16,497,"GARDEN PARK HIGH SCHOOL","CANON CITY","Senior",615,1609,1454,694,1285,27,10
15,"FREMONT","CANON CITY RE-1",16,605,"HARRISON SCHOOL","CANON CITY","Elementary",767,273,208,1427,404,33,2
15,"FREMONT","CANON CITY RE-1",16,860,"LINCOLN ELEMENTARY SCHOOL","CANON CITY","Elementary",239,789,739,304,439,34,1
15,"FREMONT","CANON CITY RE-1",16,910,"MADISON EXPLORATORY SCHOOL","CANON CITY","Elementary",740,183,130,1354,199,34,1
15,"FREMONT","CANON CITY RE-1",16,963,"MCKINLEY ELEMENTARY SCHOOL","CANON CITY","Elementary",318,922,879,239,1070,35,2
15,"FREMONT","CANON CITY RE-1",16,1186,"MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL","CANON CITY","Elementary",260,825,781,136,853,35,2
15,"FREMONT","CANON CITY RE-1",16,1447,"SKYLINE ELEMENTARY SCHOOL","CANON CITY","Elementary",210,742,690,280,738,33,2
15,"FREMONT","CANON CITY RE-1",16,1673,"WASHINGTON ELEMENTARY SCHOOL","CANON CITY","Elementary",385,1140,1076,424,108,34,3
15,"FREMONT","FREMONT RE-2",17,444,"FOCUS ACADEMY","FLORENCE","Senior",57,401,374,1,1,39,1
15,"FREMONT","FREMONT RE-2",17,456,"FLORENCE HIGH SCHOOL","FLORENCE","Senior",533,1532,1445,1335,155,31,2
15,"FREMONT","FREMONT RE-2",17,501,"FREMONT ELEMENTARY SCHOOL","FLORENCE","Elementary",486,1428,1366,953,1428,33,2
15,"FREMONT","FREMONT RE-2",17,502,"FREMONT MIDDLE SCHOOL","FLORENCE","Middle/Jr. High",416,1209,1119,1065,133,31,3
15,"FREMONT","FREMONT RE-2",17,1212,"PENROSE ELEMENTARY SCHOOL","PENROSE","Elementary",281,862,804,513,554,33,2
15,"FREMONT","COTOPAXI RE-3",18,500,"COTOPAXI ELEMENTARY SCHOOL","COTOPAXI","Elementary",51,394,353,1400,1,36,1
15,"FREMONT","COTOPAXI RE-3",18,503,"COTOPAXI JUNIOR-SENIOR HIGH SCHOOL","COTOPAXI","Senior",18,330,276,1536,366,34,1
16,"GARFIELD","ROARING FORK RE-1",19,692,"CARBONDALE COMMUNITY CHARTER SCHOOL","CARBONDALE","Elementary",92,546,496,129,565,33,1
16,"GARFIELD","ROARING FORK RE-1",19,941,"BASALT ELEMENTARY SCHOOL","BASALT","Elementary",678,159,96,1276,68,34,2
16,"GARFIELD","ROARING FORK RE-1",19,948,"BASALT MIDDLE SCHOOL","BASALT","Middle/Jr. High",440,1319,1271,738,1073,34,2
16,"GARFIELD","ROARING FORK RE-1",19,961,"BASALT HIGH SCHOOL","BASALT","Senior",471,1404,1303,1247,383,31,3
16,"GARFIELD","ROARING FORK RE-1",19,3,"BRIDGES","CARBONDALE","Senior",783,236,52,1503,297,21,13
16,"GARFIELD","ROARING FORK RE-1",19,60,"CARBONDALE MIDDLE SCHOOL","CARBONDALE","Middle/Jr. High",345,1029,970,220,280,34,4
16,"GARFIELD","ROARING FORK RE-1",19,246,"CRYSTAL RIVER ELEMENTARY SCHOOL","CARBONDALE","Elementary",485,1439,1378,751,145,34,3
16,"GARFIELD","ROARING FORK RE-1",19,532,"GLENWOOD SPRINGS ELEMENTARY SCHOOL","GLENWOOD SPRINGS","Elementary",599,1719,1655,793,616,33,4
16,"GARFIELD","ROARING FORK RE-1",19,533,"GLENWOOD SPRINGS MIDDLE SCHOOL","GLENWOOD SPRINGS","Middle/Jr. High",515,1558,1491,1042,258,33,3
16,"GARFIELD","ROARING FORK RE-1",19,534,"GLENWOOD SPRINGS HIGH SCHOOL","GLENWOOD SPRINGS","Senior",768,271,185,1480,1160,29,6
16,"GARFIELD","ROARING FORK RE-1",19,1334,"ROARING FORK HIGH SCHOOL","CARBONDALE","Senior",330,990,887,678,686,29,6
16,"GARFIELD","ROARING FORK RE-1",19,1463,"SOPRIS ELEMENTARY SCHOOL","GLENWOOD SPRINGS","Elementary",657,118,58,1385,1075,34,1
16,"GARFIELD","GARFIELD RE-2",20,1138,"COAL RIDGE HIGH SCHOOL","NEW CASTLE","Senior",523,1507,1407,1392,143,31,2
16,"GARFIELD","GARFIELD RE-2",20,367,"ELK CREEK ELEMENTARY","NEW CASTLE","Elementary",311,929,868,620,1029,33,2
16,"GARFIELD","GARFIELD RE-2",20,513,"GRAHAM MESA ELEMENTARY SCHOOL","RIFLE","Elementary",395,1139,1071,643,1352,33,2
16,"GARFIELD","GARFIELD RE-2",20,519,"KAPLAN ACADEMY OF COLORADO","RIFLE","Senior",334,870,839,1,1,39,1
16,"GARFIELD","GARFIELD RE-2",20,628,"HIGHLAND ELEMENTARY SCHOOL","RIFLE","Elementary",428,1249,1177,739,117,33,3
16,"GARFIELD","GARFIELD RE-2",20,742,"KATHRYN SENOR ELEMENTARY SCHOOL","NEW CASTLE","Elementary",358,1043,995,454,1015,34,2
16,"GARFIELD","GARFIELD RE-2",20,1327,"RIFLE MIDDLE SCHOOL","RIFLE","Middle/Jr. High",758,245,180,1409,551,33,3
16,"GARFIELD","GARFIELD RE-2",20,1328,"RIFLE HIGH SCHOOL","RIFLE","Senior",663,65,1711,1557,1270,31,2
16,"GARFIELD","GARFIELD RE-2",20,1331,"RIVERSIDE SCHOOL","NEW CASTLE","Middle/Jr. High",749,220,172,1266,166,34,2
16,"GARFIELD","GARFIELD RE-2",20,1434,"CACTUS VALLEY ELEMENTARY SCHOOL","SILT","Elementary",446,1298,1248,517,130,34,3
16,"GARFIELD","GARFIELD RE-2",20,1668,"WAMSLEY ELEMENTARY SCHOOL","RIFLE","Elementary",301,893,833,503,1174,33,2
16,"GARFIELD","GARFIELD 16",22,557,"BEA UNDERWOOD ELEMENTARY SCHOOL","PARACHUTE","Elementary",265,817,756,455,944,33,2
16,"GARFIELD","GARFIELD 16",22,560,"GRAND VALLEY CENTER FOR FAMILY LEARNING","PARACHUTE","Elementary",181,593,504,453,1404,27,5
16,"GARFIELD","GARFIELD 16",22,561,"GRAND VALLEY HIGH SCHOOL","PARACHUTE","Senior",375,1069,932,1150,760,26,6
16,"GARFIELD","GARFIELD 16",22,565,"L.W. ST. JOHN ELEMENTARY SCHOOL","PARACHUTE","Elementary",122,600,547,1665,1123,33,3
16,"GARFIELD","GARFIELD 16",22,1515,"GRAND VALLEY MIDDLE SCHOOL","PARACHUTE","Middle/Jr. High",230,772,708,460,1151,32,3
17,"GILPIN","GILPIN COUNTY RE-1",25,160,"GILPIN COUNTY ELEMENTARY SCHOOL","BLACK HAWK","Elementary",252,802,741,272,1367,32,3
17,"GILPIN","GILPIN COUNTY RE-1",25,161,"GILPIN COUNTY UNDIVIDED HIGH SCHOOL","BLACK HAWK","Senior",131,547,490,172,538,32,2
18,"GRAND","WEST GRAND 1-JT.",26,1703,"WEST GRAND ELEMENTARY SCHOOL","KREMMLING","Elementary",215,647,598,82,1,35,1
18,"GRAND","WEST GRAND 1-JT.",26,1704,"WEST GRAND HIGH SCHOOL","KREMMLING","Senior",47,385,340,1403,501,34,2
18,"GRAND","WEST GRAND 1-JT.",26,1705,"WEST GRAND MIDDLE SCHOOL","KREMMLING","Middle/Jr. High",34,357,302,1533,1298,34,2
18,"GRAND","EAST GRAND 2",27,329,"EAST GRAND MIDDLE SCHOOL","GRANBY","Middle/Jr. High",292,786,729,464,1176,33,1
18,"GRAND","EAST GRAND 2",27,491,"FRASER VALLEY ELEMENTARY SCHOOL","FRASER","Elementary",288,785,722,482,976,33,1
18,"GRAND","EAST GRAND 2",27,554,"GRANBY ELEMENTARY SCHOOL","GRANBY","Elementary",363,931,862,1030,706,31,1
18,"GRAND","EAST GRAND 2",27,556,"GRAND LAKE ELEMENTARY SCHOOL","GRAND LAKE","Elementary",633,7,1678,1494,564,32,1
18,"GRAND","EAST GRAND 2",27,687,"INDIAN PEAKS CHARTER SCHOOL","GRANBY","Elementary",588,1544,1503,531,6,35,2
18,"GRAND","EAST GRAND 2",27,996,"MIDDLE PARK HIGH SCHOOL","GRANBY","Senior",378,962,911,414,295,35,1
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,232,"CRESTED BUTTE COMMUNITY SCHOOL","CRESTED BUTTE","Senior",591,1634,1492,5,1319,28,1
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,584,"GUNNISON ELEMENTARY SCHOOL","GUNNISON","Elementary",517,1456,1405,962,1,35,1
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,585,"GUNNISON HIGH SCHOOL","GUNNISON","Senior",360,996,937,529,1140,33,2
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,586,"GUNNISON MIDDLE SCHOOL","GUNNISON","Middle/Jr. High",272,828,790,15,1076,36,1
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,589,"GUNNISON VALLEY SCHOOL","GUNNISON","Senior",286,810,760,1,434,34,6
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,590,"LAKE SCHOOL","GUNNISON","Elementary",183,652,607,1615,1,36,1
19,"GUNNISON","GUNNISON WATERSHED RE1J",28,935,"MARBLE CHARTER SCHOOL","MARBLE","Senior",433,1212,1150,1003,1,33,1
20,"HINSDALE","HINSDALE COUNTY RE 1",29,798,"LAKE CITY COMMUNITY SCHOOL","LAKE CITY","Senior",843,297,223,18,1157,31,1
21,"HUERFANO","HUERFANO RE-1",30,1091,"PEAKVIEW SCHOOL","WALSENBURG","Elementary",356,851,747,520,824,25,9
21,"HUERFANO","HUERFANO RE-1",30,517,"GARDNER ELEMENTARY SCHOOL","GARDNER","Elementary",809,193,116,1595,512,32,1
21,"HUERFANO","HUERFANO RE-1",30,665,"HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL","WALSENBURG","Senior",100,441,295,502,273,18,9
21,"HUERFANO","HUERFANO RE-1",30,1663,"JOHN MALL HIGH SCHOOL","WALSENBURG","Senior",112,483,399,386,968,27,3
21,"HUERFANO","LA VETA RE-2",32,793,"LA VETA ELEMENTARY SCHOOL","LA VETA","Elementary",12,338,274,1577,434,32,2
21,"HUERFANO","LA VETA RE-2",32,794,"LA VETA JUNIOR-SENIOR HIGH SCHOOL","LA VETA","Senior",58,415,358,1648,295,33,2
22,"JACKSON","NORTH PARK R-1 ",33,1104,"NORTH PARK JUNIOR-SENIOR HIGH SCHOOL","WALDEN","Senior",853,316,236,92,1259,30,2
22,"JACKSON","NORTH PARK R-1 ",33,1661,"WALDEN ELEMENTARY SCHOOL","WALDEN","Elementary",41,307,247,1581,138,33,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,454,"ADAMS ELEMENTARY SCHOOL","WESTMINSTER","Elementary",542,1292,1243,846,357,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,516,"MC LAIN HIGH SCHOOL","LAKEWOOD","Senior",409,1092,958,1613,1155,27,12
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,529,"MC LAIN COMMUNITY HIGH SCHOOL","LAKEWOOD","Senior",157,505,387,594,884,20,18
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,16,"ALAMEDA HIGH SCHOOL","LAKEWOOD","Senior",747,232,95,1449,40,26,9
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,17,"ARVADA K-8","ARVADA","Elementary",648,104,10,1324,729,32,4
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,109,"ALLENDALE ELEMENTARY SCHOOL","ARVADA","Elementary",219,732,684,226,659,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,588,"ARVADA HIGH SCHOOL","ARVADA","Senior",14,412,314,1603,267,26,9
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,600,"ARVADA WEST HIGH SCHOOL","ARVADA","Senior",164,646,577,276,1439,30,4
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1162,"BEAR CREEK K-8 SCHOOL","LAKEWOOD","Elementary",43,465,418,1512,264,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1166,"BEAR CREEK HIGH SCHOOL","LAKEWOOD","Senior",187,684,614,292,142,30,5
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1222,"BELL MIDDLE SCHOOL","GOLDEN","Middle/Jr. High",542,1583,1508,1248,1331,33,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1300,"BELMAR ELEMENTARY SCHOOL","LAKEWOOD","Elementary",391,1143,1081,821,497,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1408,"BERGEN MEADOW PRIMARY SCHOOL","EVERGREEN","Elementary",404,936,883,241,1460,34,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1412,"BERGEN VALLEY INTERMEDIATE SCHOOL","EVERGREEN","Elementary",327,976,930,148,1276,35,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1726,"BRADFORD PRIMARY SCHOOL","LITTLETON","Elementary",471,1356,1320,769,1,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1728,"BLUE HERON ELEMENTARY SCHOOL","LITTLETON","Elementary",552,1433,1387,874,1450,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1731,"BRADFORD INTERMEDIATE SCHOOL","LITTLETON","Elementary",400,1198,1148,785,476,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,1753,"BRADY EXPLORATION SCHOOL","LAKEWOOD","Senior",353,859,586,574,231,6,28
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,47,"CAMPBELL ELEMENTARY SCHOOL","ARVADA","Elementary",348,1044,998,541,687,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,64,"CARMODY MIDDLE SCHOOL","LAKEWOOD","Middle/Jr. High",725,201,119,1521,469,31,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,123,"CHATFIELD HIGH SCHOOL","LITTLETON","Senior",193,695,639,243,1016,33,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,168,"COAL CREEK CANYON K-8 ELEMENTARY SCHOOL","GOLDEN","Elementary",62,515,467,43,833,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,174,"COLOROW ELEMENTARY SCHOOL","LITTLETON","Elementary",318,951,903,398,298,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,189,"COLUMBINE HILLS ELEMENTARY SCHOOL","LITTLETON","Elementary",467,1008,952,567,460,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,190,"COLUMBINE HIGH SCHOOL","LITTLETON","Senior",149,621,563,155,1069,32,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,192,"COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL","WHEAT RIDGE","Senior",299,766,716,255,298,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,198,"CORONADO ELEMENTARY SCHOOL","LITTLETON","Elementary",599,1631,1583,1073,842,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,201,"COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL","GOLDEN","Senior",398,1049,993,602,952,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,205,"CONIFER SENIOR HIGH SCHOOL","CONIFER","Senior",828,344,272,1593,964,31,4
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,228,"CREIGHTON MIDDLE SCHOOL","LAKEWOOD","Middle/Jr. High",700,163,87,1355,540,32,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,252,"DAKOTA RIDGE SENIOR HIGH SCHOOL","LITTLETON","Senior",121,590,527,91,1254,31,4
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,259,"DEVELYN JUNIOR/SENIOR HIGH SCHOOL","DENVER","Senior",9,413,368,1497,1427,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,266,"DEER CREEK MIDDLE SCHOOL","LITTLETON","Middle/Jr. High",571,1653,1604,1175,299,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,284,"DEVINNY ELEMENTARY SCHOOL","LAKEWOOD","Elementary",630,28,1739,1081,1,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,306,"DRAKE JUNIOR HIGH SCHOOL","ARVADA","Middle/Jr. High",735,222,167,1359,47,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,310,"DUNSTAN MIDDLE SCHOOL","LAKEWOOD","Middle/Jr. High",638,61,1729,1423,1200,33,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,313,"DUTCH CREEK ELEMENTARY SCHOOL","LITTLETON","Elementary",354,1071,1021,522,191,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,350,"EDGEWATER ELEMENTARY SCHOOL","EDGEWATER","Elementary",477,1232,1162,358,532,33,4
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,363,"EIBER ELEMENTARY SCHOOL","LAKEWOOD","Elementary",471,1359,1275,1275,997,32,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,378,"ELK CREEK ELEMENTARY SCHOOL","PINE","Elementary",349,998,940,686,1224,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,408,"EXCEL ACADEMY CHARTER SCHOOL","ARVADA","Senior",516,1480,1434,838,1011,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,412,"EVERITT MIDDLE SCHOOL","WHEAT RIDGE","Middle/Jr. High",500,1475,1384,1265,382,31,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,413,"EVERGREEN MIDDLE SCHOOL","EVERGREEN","Middle/Jr. High",731,210,149,1383,973,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,414,"EVERGREEN HIGH SCHOOL","EVERGREEN","Senior",846,387,323,1653,531,32,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,419,"FAIRMOUNT ELEMENTARY SCHOOL","GOLDEN","Elementary",653,99,44,1168,90,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,436,"FITZMORRIS ELEMENTARY SCHOOL","ARVADA","Elementary",367,788,735,274,937,33,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,445,"FALCON BLUFFS MIDDLE SCHOOL","LITTLETON","Middle/Jr. High",724,200,141,1384,867,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,460,"FOOTHILLS ELEMENTARY SCHOOL","LAKEWOOD","Elementary",391,1084,1027,672,960,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,474,"FOSTER ELEMENTARY SCHOOL","ARVADA","Elementary",525,1332,1274,495,398,33,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,495,"FREE HORIZON MONTESSORI CHARTER SCHOOL","GOLDEN","Elementary",414,1023,966,516,957,34,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,498,"FREMONT ELEMENTARY SCHOOL","ARVADA","Elementary",399,1185,1138,716,397,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,509,"NORMA ANDERSON PRESCHOOL","WHEAT RIDGE","Elementary",49,359,287,144,1,30,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,531,"GLENNON HEIGHTS ELEMENTARY SCHOOL","LAKEWOOD","Elementary",297,896,841,485,523,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,546,"GOLDEN HIGH SCHOOL","GOLDEN","Senior",71,511,435,110,1420,29,5
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,549,"GOVERNORS RANCH ELEMENTARY SCHOOL","LITTLETON","Elementary",493,1451,1408,744,1143,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,572,"GREEN GABLES ELEMENTARY SCHOOL","LAKEWOOD","Elementary",346,1015,959,525,1198,34,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,573,"GREEN MOUNTAIN ELEMENTARY SCHOOL","LAKEWOOD","Elementary",438,945,889,552,753,33,2
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,574,"GREEN MOUNTAIN HIGH SCHOOL","LAKEWOOD","Senior",67,498,434,37,1022,31,3
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,594,"HACKBERRY HILL ELEMENTARY SCHOOL","ARVADA","Elementary",516,1526,1494,699,233,36,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,672,"HUTCHINSON ELEMENTARY SCHOOL","LAKEWOOD","Elementary",469,1389,1346,843,1406,35,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,713,"JEFFERSON ACADEMY CHARTER SCHOOL","BROOMFIELD","Elementary",436,1248,1212,413,1,36,1
24,"JEFFERSON","JEFFERSON COUNTY R-1",34,714,"JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL","BROOMFIELD","Middle/Jr. High",161,657,608,1611,1418,36,1
